key,id,title,active,ab,type,channels,category,first_send_date,last_send_date,mobile_push_sent,mobile_push_ios_sent,mobile_push_android_sent,mobile_push_opened,mobile_push_ios_opened,mobile_push_android_opened,mobile_push_open_rate,mobile_push_ios_open_rate,mobile_push_android_open_rate,web_push_sent,web_push_delivered,web_push_opened,web_push_open_rate,inapp_sent,inapp_ios_sent,inapp_android_sent,inapp_delivered,inapp_ios_delivered,inapp_android_delivered,inapp_opened,inapp_ios_opened,inapp_android_opened,inapp_open_rate,inapp_ios_open_rate,inapp_android_open_rate,inbox_sent,inbox_delivered,inbox_opened,inbox_open_rate,inbox_clicked,inbox_click_rate,email_sent,email_failed,email_delivered,email_unsubscribed,email_complained,email_opened,email_clicked,email_open_rate,email_click_rate,sms_sent,sms_delivered,sms_clicked,sms_click_rate,sms_failed,sms_opened,sms_open_rate,rcs_sent,rcs_delivered,rcs_clicked,rcs_click_rate,rcs_failed,rcs_opened,rcs_open_rate,facebook_sent,facebook_delivered,facebook_opened,facebook_open_rate,whatsapp_sent,whatsapp_delivered,whatsapp_opened,whatsapp_open_rate,inweb_sent,inweb_delivered,inweb_opened,inweb_open_rate,app_opens_direct,actions_sent_unique,actions_converted_unique,actions_conversion,goals,goals_value,description,db_sort_index,sms_unsubscribed
75,123542665,VIP:NoCashBonusAvaliabeEmail,1,0,"API Triggered",Email,,"2025-01-27 13:00","2026-05-08 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,149,1,0,108,34,72.48,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (04 Jan 2025 till now)",75,
76,125292345,SmsBotCampaign,1,0,"API Triggered",SMS,,"2025-04-24 15:00","2026-03-03 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,362,0,0,93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: SMS (24 Apr 2025 till now)",76,0
77,125304395,TrustPilotSMSremainder,1,0,"API Triggered",SMS,,"2025-04-29 15:00","2026-05-12 18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585,2021,0,0,520,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: SMS (25 Apr 2025 till now)",77,0
78,125304625,TrustPilotNo72hdepMail,1,0,"API Triggered",Email,,"2025-04-29 15:00","2026-05-12 19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577,161,3416,7,0,1493,1314,43.71,38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (25 Apr 2025 till now)",78,
79,125376770,Retention:LastLoginWithoutDep,1,0,"API Triggered",Email,,"2025-05-08 14:00","2026-05-13 03:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5472,120,5352,30,0,3417,1168,63.85,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Apr 2025 till now)",79,
80,125376817,Retention:LastLoginWithoutDepRemainder,1,0,"API Triggered",SMS,,"2025-05-08 14:00","2025-05-09 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: SMS (30 Apr 2025 till now)",80,0
81,125882124,Retention:PositiveEXPemail+SMS,1,0,"API Triggered","Email, SMS",,"2025-06-20 16:00","2026-05-12 17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,12,462,4,0,208,50,45.02,10.82,460,359,0,0,88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (03 Jun 2025 till now)",81,0
82,125882128,Retention:PositiveEXPsms,1,0,"API Triggered",SMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: SMS (03 Jun 2025 till now)",82,0
83,125882845,RSreact_20FS,1,0,"API Triggered",Email,,"2025-06-03 10:00","2025-07-01 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,82,1788,8,0,532,220,29.75,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (03 Jun 2025 till now)",83,
84,125971133,VIP:LastSummerBonusEmailSms,1,0,"API Triggered","Email, SMS",,"2025-07-30 06:00","2025-07-30 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,0,11,2,84.62,15.38,13,12,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (10 Jun 2025 till now)",84,0
85,126016797,"Transfer: ToRoyspinsEmailSms",1,0,"API Triggered","Email, SMS",,"2025-07-02 10:00","2026-05-11 01:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38964,2954,36010,217,2,4602,1018,12.78,2.83,13596,10703,0,0,2137,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (13 Jun 2025 till now)",85,0
86,126016925,"1.1 VIP:TransferToRoyspinsReminderAboutNextAvailableBonus",1,0,"API Triggered","Email, SMS",,"2025-07-13 12:00","2026-05-13 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072,25,4047,44,0,1859,1143,45.94,28.24,3948,2927,0,0,1011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (13 Jun 2025 till now)",86,0
87,126017017,"1.2 VIP:TransferToRoyspinsInformingAboutFirstAvailableBonus ",1,0,"API Triggered","Email, SMS",,"2025-07-02 13:00","2026-05-11 20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,4,637,13,0,303,217,47.57,34.07,630,511,0,0,114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (13 Jun 2025 till now)",87,0
88,126080059,RS_EvoDE_1,1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (17 Jun 2025 till now)",88,
89,126727398,RSreact_20FS_FI,1,0,"API Triggered",Email,,"2025-07-24 12:00","2025-07-31 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12422,541,11881,35,0,4431,2366,37.29,19.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (24 Jul 2025 till now)",89,
90,126774204,VIP:TestTransferToRoyspins,1,0,"API Triggered","Email, SMS",,"2025-07-27 07:00","2025-10-05 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,95,1364,12,0,259,31,18.99,2.27,741,605,0,0,136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (27 Jul 2025 till now)",90,0
91,126793204,ROYsendoutTP,1,0,"API Triggered",Email,,"2025-07-28 11:00","2025-07-29 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,10,169,1,0,30,9,17.75,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (28 Jul 2025 till now)",91,
92,126924305,VIP:FreeBetDigitainBonus,1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (06 Aug 2025 till now)",92,
93,126944568,Frebet10EUR,1,0,"API Triggered",Email,,"2025-08-07 11:00","2025-08-07 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,4,327,1,0,145,67,44.34,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (07 Aug 2025 till now)",93,
94,127022275,VIP:NewLoyaltyEmailSms,1,0,"API Triggered","Email, SMS",,"2025-08-12 12:00","2025-10-08 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,3,203,0,0,139,41,68.47,20.2,208,159,0,0,49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (12 Aug 2025 till now)",94,0
95,127125860,VIP:YouAreSuperVIPEmail,1,0,"API Triggered",Email,,"2025-08-18 10:00","2026-03-13 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,0,14,2,77.78,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (18 Aug 2025 till now)",95,
96,127262293,VIP:TransferReactivationFSEmailSms,1,0,"API Triggered","Email, SMS",,"2025-08-26 10:00","2026-03-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,6,209,3,0,133,30,63.64,14.35,219,194,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (26 Aug 2025 till now)",96,0
97,127301312," VIP:x5WagerSeptemberDepositBonusEmailSms ",1,0,"API Triggered","Email, SMS",,"2025-09-01 11:00","2025-09-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,17,0,0,14,1,82.35,5.88,18,14,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (28 Aug 2025 till now)",97,0
98,127301361," VIP:x15WagerSeptemberDepositBonusEmailSms",1,0,"API Triggered","Email, SMS",,"2025-09-01 11:00","2025-09-01 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,1,0,9,3,69.23,23.08,13,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (28 Aug 2025 till now)",98,0
99,127627064,"VIP: SuperVIP30dActiveEmail",1,0,"API Triggered",Email,,"2025-09-17 07:00","2026-03-23 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,0,22,2,81.48,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (16 Sep 2025 till now)",99,
100,127628907,"VIP: SuperVIP30dDropEmail",1,0,"API Triggered",Email,,"2025-09-17 07:00","2026-04-13 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,0,16,6,88.89,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (16 Sep 2025 till now)",100,
101,127656663,Retention:ActivePlayersMail1,1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (18 Sep 2025 till now)",101,
102,127656767,Retention:ActivePlayersMail2,1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (18 Sep 2025 till now)",102,
103,127656812,Retention:ActivePlayersMail3,1,0,"API Triggered",Email,,"2025-10-16 19:00","2026-05-13 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093,30,4063,7,0,2367,1318,58.26,32.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (18 Sep 2025 till now)",103,
104,127659812,TEST_API,1,0,"API Triggered",Email,,"2025-09-18 07:00","2026-05-07 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,0,168,0,0,125,13,74.4,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (18 Sep 2025 till now)",104,
105,127765344,"TEST_API Copy",1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (24 Sep 2025 till now)",105,
106,127786667,VIP:VipClubLevel2EmailSMS,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (25 Sep 2025 till now)",106,0
107,127786682,VIP:VipClubLevel3EmailSMS,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (25 Sep 2025 till now)",107,0
108,127862418,OktoberFest10FSSendOut,1,0,"API Triggered",Email,,"2025-10-01 08:00","2025-10-01 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,34,1141,7,0,383,126,33.57,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Sep 2025 till now)",108,
109,127862449,OktoberFest30FSSendOut,1,0,"API Triggered",Email,,"2025-10-01 08:00","2025-10-01 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,14,416,2,0,132,45,31.73,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Sep 2025 till now)",109,
110,127862515,OktoberFest50FSSendOut,1,0,"API Triggered",Email,,"2025-10-01 08:00","2025-10-01 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,4,175,1,0,61,33,34.86,18.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Sep 2025 till now)",110,
111,127862524,OktoberFest100FSSendOut,1,0,"API Triggered",Email,,"2025-10-01 08:00","2025-10-01 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,55,1,0,21,8,38.18,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Sep 2025 till now)",111,
112,127864720,"VIP: SuperVIPExtendedEmail",1,0,"API Triggered",Email,,"2025-10-17 11:00","2026-05-06 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,18,5,81.82,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (30 Sep 2025 till now)",112,
113,128002988,SBRSeuqualificationFIvsLT(09.10),1,0,"API Triggered",Email,,"2025-10-09 08:00","2025-10-09 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,8,820,1,0,166,13,20.24,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (08 Oct 2025 till now)",113,
114,128003164,SBRSeuqualificationCZvsCR(09.10),1,0,"API Triggered",Email,,"2025-10-09 09:00","2025-10-09 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,4,132,0,0,27,2,20.45,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (08 Oct 2025 till now)",114,
115,128003190,SBRSeuqualificationGEvsLU(10.10),1,0,"API Triggered",Email,,"2025-10-10 09:00","2025-10-10 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,8,408,1,0,51,8,12.5,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (08 Oct 2025 till now)",115,
116,128003202,SBRSeuqualificationSEvsCH(10.10),1,0,"API Triggered",Email,,"2025-10-10 09:00","2025-10-10 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,4,359,1,0,65,7,18.11,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (08 Oct 2025 till now)",116,
117,128003216,SBRSeuqualificationPTvsIE(11.10),1,0,"API Triggered",Email,,"2025-10-11 06:00","2025-10-11 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,16,925,4,0,90,17,9.73,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (08 Oct 2025 till now)",117,
118,128093236,"Retention-auto telegram bonus send",1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (13 Oct 2025 till now)",118,
119,128093250,"Retention-auto telegram send",1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (13 Oct 2025 till now)",119,
120,128153627,"VIP: SuperVIPEndEmail",1,0,"API Triggered",Email,,"2025-10-17 11:00","2026-05-12 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,0,8,2,72.73,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (16 Oct 2025 till now)",120,
121,128166847,SBSendoutGEBayernXdort(18.10),1,0,"API Triggered",Email,,"2025-10-18 07:00","2025-10-18 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,10,392,0,0,95,4,24.23,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (17 Oct 2025 till now)",121,
122,128239102,VIP:ReactivationReminderForPlayer,1,0,"API Triggered","Email, SMS",,"2025-10-21 12:00","2026-04-22 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,120,0,0,71,29,59.17,24.17,125,92,0,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (21 Oct 2025 till now)",122,0
123,128295101,VIP:HalloweenPromotionEmailSMS,1,0,"API Triggered","Email, SMS",,"2025-10-27 08:00","2025-10-30 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,4,164,0,0,85,25,51.83,15.24,167,135,0,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (24 Oct 2025 till now)",123,0
124,128311956,VIP:AnniversaryEmailSms,1,0,"API Triggered","Email, SMS",,"2025-10-28 07:00","2026-04-23 05:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,0,15,2,37.5,5,40,32,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (25 Oct 2025 till now)",124,0
125,128479211,"VIP: SuperVIPGiftEmail",1,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (03 Nov 2025 till now)",125,
126,128542569,VIP:VIP1EmailSms,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (07 Nov 2025 till now)",126,0
127,128542570,VIP:VIP2Email,1,0,"API Triggered",Email,,"2025-11-20 09:00","2026-05-10 19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,0,10,6,83.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (07 Nov 2025 till now)",127,
128,128542571,VIP:VIP3Email,1,0,"API Triggered",Email,,"2025-11-20 09:00","2025-11-25 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (07 Nov 2025 till now)",128,
129,128566232,"VIP: SVIPReactivationEmailSmS",1,0,"API Triggered","Email, SMS",,"2025-11-08 13:00","2025-11-24 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,8,0,0,6,3,75,37.5,10,7,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (08 Nov 2025 till now)",129,0
130,128934869,"TP Monday Promo",1,0,"API Triggered",Email,,"2025-12-01 10:00","2025-12-01 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,73,0,0,44,24,60.27,32.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (01 Dec 2025 till now)",130,
131,128970259,VIP:ReactiationFS100,1,0,"API Triggered","Email, SMS",,"2025-12-08 15:00","2026-05-12 15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3,70,0,0,33,25,47.14,35.71,75,44,0,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (03 Dec 2025 till now)",131,0
132,128987721,"VIP: SVIPBoniEmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-05-11 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1,72,0,0,41,14,56.94,19.44,71,69,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",132,0
133,128987750,"VIP: SVIPFsEmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-03-13 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,0,10,5,83.33,41.67,11,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",133,0
134,128987950,"VIP: Reactivation3xDepEmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-04-23 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,26,1,0,18,4,69.23,15.38,26,25,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",134,0
135,128987962,"VIP: ReactivationTurnoverEmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-05-11 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,22,1,0,12,3,54.55,13.64,22,20,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",135,0
136,128987972,"VIP: ReactivationDep50EmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-05-06 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,21,0,0,12,2,57.14,9.52,21,19,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",136,0
137,128987988,"VIP: ReactivationCashback50EmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-01-30 14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,3,1,100,33.33,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",137,0
138,128987997,"VIP: ReactivationExtraCbEmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-03-24 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,4,1,100,25,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",138,0
139,128988000,"VIP: ReactivationSuperDepEmailSms",1,0,"API Triggered","Email, SMS",,"2026-01-23 14:00","2026-04-27 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,10,0,0,7,2,70,20,10,8,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (04 Dec 2025 till now)",139,0
140,129245222,EndOfAdvent(23/12),1,0,"API Triggered",Email,,"2025-12-23 09:00","2025-12-23 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,10,770,2,0,361,144,46.88,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (22 Dec 2025 till now)",140,
141,129245295,AdventFinalSegSendout,1,0,"API Triggered",SMS,,"2025-12-24 06:00","2025-12-24 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,121,0,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: SMS (22 Dec 2025 till now)",141,0
142,129563955,SB_Chels_Ars_14.01.,1,0,"API Triggered",Email,,"2026-01-14 09:00","2026-01-14 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,91,902,2,0,409,55,45.34,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (14 Jan 2026 till now)",142,
143,129639689,BlueMonday50fsBonus(19/01),1,0,"API Triggered",Email,,"2026-01-19 10:00","2026-01-19 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,27,773,2,0,160,129,20.7,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (19 Jan 2026 till now)",143,
144,129639832,BlueMonday100fsBonus(19/01),1,0,"API Triggered",Email,,"2026-01-19 10:00","2026-01-19 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,9,269,2,0,50,44,18.59,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (19 Jan 2026 till now)",144,
145,129797091,VIP:ReactivationChainForPlayerEmailSms,1,0,"API Triggered","Email, SMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (29 Jan 2026 till now)",145,0
146,129956171,VIP:ReactivationChainForPlayerEmailSmstest,1,0,"API Triggered","Email, SMS",,"2026-02-08 18:00","2026-05-05 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3,93,1,0,54,15,58.06,16.13,98,73,0,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email, SMS (08 Feb 2026 till now)",146,0
147,129981907,OlympicGamesSendout(1),1,0,"API Triggered",Email,,"2026-02-10 09:00","2026-02-10 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,12,663,7,0,243,23,36.65,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (10 Feb 2026 till now)",147,
148,130030362,ValentineDayBonus100fs(13.02),1,0,"API Triggered",Email,,"2026-02-13 09:00","2026-02-13 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,9,253,2,0,147,57,58.1,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (13 Feb 2026 till now)",148,
149,130030381,ValentineDayBonus50fs(13.02),1,0,"API Triggered",Email,,"2026-02-13 10:00","2026-02-13 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,45,758,3,0,388,183,51.19,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (13 Feb 2026 till now)",149,
150,130092487,ChineseNYSend(17.02),1,0,"API Triggered",Email,,"2026-02-17 12:00","2026-02-17 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907,56,1851,9,0,931,188,50.3,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (17 Feb 2026 till now)",150,
